ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
6,0,0,6:0:0,-2.27549,[H]OC12OC3(C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C(=C([H])[H])C4(OC(=O)C(=C([H])[H])C4([H])[H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C3(O[H])OC([H])([H])C45C6([H])C([H])([H])OC(C([H])([H])[H])(C([H])(O[H])C(O[H])(C([H])([H])[H])C6([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])(S1=O)C3(C([H])([H])[H])C4([H])C([H])([H])C([H])([H])C5(OC([H])([H])C([H])([H])[H])C2([H])OC(=O)C([H])([H])[H],True
6,0,1,6:0:1,-2.16828,[H]OC12OC3(C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C(=C([H])[H])C4(OC(=O)C(=C([H])[H])C4([H])[H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C3(O[H])OC([H])([H])C45C6([H])C([H])([H])OC(C([H])([H])[H])(C([H])(O[H])C(O[H])(C([H])([H])[H])C6([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])(S1=O)C3(C([H])([H])[H])C4([H])C([H])([H])C([H])([H])C5(OC([H])([H])C([H])([H])[H])C2([H])OC(=O)C([H])([H])[H],False
6,0,2,6:0:2,0.973651,[H]OC12OC3(C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C(=C([H])[H])C4(OC(=O)C(=C([H])[H])C4([H])[H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C3(O[H])OC([H])([H])C45C6([H])C([H])([H])OC(C([H])([H])[H])(C([H])(O[H])C(O[H])(C([H])([H])[H])C6([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])(S1=O)C3(C([H])([H])[H])C4([H])C([H])([H])C([H])([H])C5(OC([H])([H])C([H])([H])[H])C2([H])OC(=O)C([H])([H])[H],False
6,1,0,6:1:0,0.406467,[H]OC12OC3(C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C(=C([H])[H])C4(OC(=O)C(=C([H])[H])C4([H])[H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C3(O[H])OC([H])([H])C45C6([H])C([H])([H])OC(C([H])([H])[H])(C([H])(O[H])C(O[H])(C([H])([H])[H])C6([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])(S1=O)C3(C([H])([H])[H])C4([H])C([H])([H])C([H])([H])C5(OC([H])([H])C([H])([H])[H])C2([H])OC(=O)C([H])([H])[H],True
6,2,0,6:2:0,-2.55182,[H]OC12OC3(C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C(=C([H])[H])C4(OC(=O)C(=C([H])[H])C4([H])[H])C3(C([H])([H])[H])C([H])([H])C([H])([H])C3(O[H])OC([H])([H])C45C6([H])C([H])([H])OC(C([H])([H])[H])(C([H])(O[H])C(O[H])(C([H])([H])[H])C6([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])(S1=O)C3(C([H])([H])[H])C4([H])C([H])([H])C([H])([H])C5(OC([H])([H])C([H])([H])[H])C2([H])OC(=O)C([H])([H])[H],True
12,0,0,12:0:0,-3.15368,[H]OC12OC34OC([H])([H])S(=O)C(c5c([H])sc([H])c5[H])(C1(C([H])([H])[H])C([H])([H])C3([H])[H])C1(C([H])([H])[H])C([H])(C(=O)C4(O[H])C([H])([H])[H])C(O[H])(C([H])([H])C3([H])OC([H])=C([H])C31O[H])C1(O[H])C2(O[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True
12,0,1,12:0:1,-2.71637,[H]OC12OC34OC([H])([H])S(=O)C(c5c([H])sc([H])c5[H])(C1(C([H])([H])[H])C([H])([H])C3([H])[H])C1(C([H])([H])[H])C([H])(C(=O)C4(O[H])C([H])([H])[H])C(O[H])(C([H])([H])C3([H])OC([H])=C([H])C31O[H])C1(O[H])C2(O[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],False
12,0,2,12:0:2,-2.6356,[H]OC12OC34OC([H])([H])S(=O)C(c5c([H])sc([H])c5[H])(C1(C([H])([H])[H])C([H])([H])C3([H])[H])C1(C([H])([H])[H])C([H])(C(=O)C4(O[H])C([H])([H])[H])C(O[H])(C([H])([H])C3([H])OC([H])=C([H])C31O[H])C1(O[H])C2(O[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],False
12,1,0,12:1:0,-3.23314,[H]OC12OC34OC([H])([H])S(=O)C(c5c([H])sc([H])c5[H])(C1(C([H])([H])[H])C([H])([H])C3([H])[H])C1(C([H])([H])[H])C([H])(C(=O)C4(O[H])C([H])([H])[H])C(O[H])(C([H])([H])C3([H])OC([H])=C([H])C31O[H])C1(O[H])C2(O[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],True
12,1,1,12:1:1,-2.71203,[H]OC12OC34OC([H])([H])S(=O)C(c5c([H])sc([H])c5[H])(C1(C([H])([H])[H])C([H])([H])C3([H])[H])C1(C([H])([H])[H])C([H])(C(=O)C4(O[H])C([H])([H])[H])C(O[H])(C([H])([H])C3([H])OC([H])=C([H])C31O[H])C1(O[H])C2(O[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],False
