ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
12,0,1,12:0:1,-4.46321,[H]OC1([H])OC([H])([H])C2([H])C([H])(O[H])C34OC3([H])C([H])([H])C([H])(OC3([H])OC5(S(=O)C([H])([H])C34C([H])([H])[H])C([H])([H])C3(C([H])([H])[H])C([H])([H])OC3(O[H])C3([H])OC(O[H])(C(=C([H])[H])C([H])([H])[H])C([H])(O[H])C4(O[H])C3([H])C([H])([H])C3(C([H])([H])[H])OC6(O[H])C5(O[H])OC3(C([H])([H])[H])C64O[H])C([H])([H])C12[H],False
12,0,2,12:0:2,-3.39126,[H]OC1([H])OC([H])([H])C2([H])C([H])(O[H])C34OC3([H])C([H])([H])C([H])(OC3([H])OC5(S(=O)C([H])([H])C34C([H])([H])[H])C([H])([H])C3(C([H])([H])[H])C([H])([H])OC3(O[H])C3([H])OC(O[H])(C(=C([H])[H])C([H])([H])[H])C([H])(O[H])C4(O[H])C3([H])C([H])([H])C3(C([H])([H])[H])OC6(O[H])C5(O[H])OC3(C([H])([H])[H])C64O[H])C([H])([H])C12[H],False
16,0,0,16:0:0,-2.84181,[H]OC([H])([H])C12OC1([H])C1(O[H])C([H])(O[H])C3(O[H])C(O[H])(C(=O)OC([H])([H])[H])C([H])(OC([H])([H])[H])C1([H])C1(O[H])C([H])(O[H])C([H])(C([H])=C([H])[H])S(=O)C4([H])C5([H])C(OC([H])([H])[H])(C([H])=C([H])[H])OC([H])(C([H])([H])[H])C5([H])C([H])(O[H])C1(O[H])C43C1(O[H])OC([H])([H])C12[H],True
16,0,1,16:0:1,-2.71777,[H]OC([H])([H])C12OC1([H])C1(O[H])C([H])(O[H])C3(O[H])C(O[H])(C(=O)OC([H])([H])[H])C([H])(OC([H])([H])[H])C1([H])C1(O[H])C([H])(O[H])C([H])(C([H])=C([H])[H])S(=O)C4([H])C5([H])C(OC([H])([H])[H])(C([H])=C([H])[H])OC([H])(C([H])([H])[H])C5([H])C([H])(O[H])C1(O[H])C43C1(O[H])OC([H])([H])C12[H],False
16,0,2,16:0:2,-2.62345,[H]OC([H])([H])C12OC1([H])C1(O[H])C([H])(O[H])C3(O[H])C(O[H])(C(=O)OC([H])([H])[H])C([H])(OC([H])([H])[H])C1([H])C1(O[H])C([H])(O[H])C([H])(C([H])=C([H])[H])S(=O)C4([H])C5([H])C(OC([H])([H])[H])(C([H])=C([H])[H])OC([H])(C([H])([H])[H])C5([H])C([H])(O[H])C1(O[H])C43C1(O[H])OC([H])([H])C12[H],False
19,0,0,19:0:0,-2.7846,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],True
19,0,1,19:0:1,-2.67044,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,0,2,19:0:2,-2.06787,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,1,0,19:1:0,-4.03587,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],True
19,1,1,19:1:1,-2.64396,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,1,2,19:1:2,-2.45434,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,2,0,19:2:0,-2.886,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],True
19,2,1,19:2:1,-2.72541,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,2,2,19:2:2,-2.61617,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])([N+]([H])([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,3,0,19:3:0,-1.98202,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],True
19,3,1,19:3:1,-1.77053,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,3,2,19:3:2,-1.30122,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,4,0,19:4:0,-2.96556,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],True
19,4,1,19:4:1,-2.11762,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,4,2,19:4:2,-1.52493,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,5,0,19:5:0,-3.24185,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],True
19,5,1,19:5:1,-2.44041,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
19,5,2,19:5:2,-1.98581,[H]OC1([H])C2([H])OC3(C([H])([H])[H])C4([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C56OC(C([H])([H])[H])(C([H])([H])[H])C([H])(C1([H])C([H])([H])C23[H])C1(OC(=O)C([H])([H])[H])C2([H])OC([H])([H])C(C([H])([H])[H])(C3(O[H])C(=O)C5(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])C41C3([H])O[H])C2([H])C6(O[H])C([H])([H])[H],False
20,0,0,20:0:0,-4.0271,[H]Oc1c2c3c(c(O[H])c1C([H])([H])[H])C([H])([H])C14OOC5(C([H])([H])[H])N(C(=O)OC([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C5(C([H])([H])O[H])C([H])(O[H])C31C1(O[H])C([H])([H])C(=O)C([H])([N+]([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C4([H])S2=O,True
20,1,0,20:1:0,-3.70834,[H]Oc1c2c3c(c(O[H])c1C([H])([H])[H])C([H])([H])C14OOC5(C([H])([H])[H])N(C(=O)OC([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C5(C([H])([H])O[H])C([H])(O[H])C31C1(O[H])C([H])([H])C(=O)C([H])([N+]([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C4([H])S2=O,True
20,1,1,20:1:1,-3.41564,[H]Oc1c2c3c(c(O[H])c1C([H])([H])[H])C([H])([H])C14OOC5(C([H])([H])[H])N(C(=O)OC([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C5(C([H])([H])O[H])C([H])(O[H])C31C1(O[H])C([H])([H])C(=O)C([H])([N+]([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C4([H])S2=O,False
20,1,2,20:1:2,-3.0979,[H]Oc1c2c3c(c(O[H])c1C([H])([H])[H])C([H])([H])C14OOC5(C([H])([H])[H])N(C(=O)OC([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C5(C([H])([H])O[H])C([H])(O[H])C31C1(O[H])C([H])([H])C(=O)C([H])([N+]([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C4([H])S2=O,False
20,2,0,20:2:0,-3.01382,[H]Oc1c2c3c(c(O[H])c1C([H])([H])[H])C([H])([H])C14OOC5(C([H])([H])[H])N(C(=O)OC([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C5(C([H])([H])O[H])C([H])(O[H])C31C1(O[H])C([H])([H])C(=O)C([H])(N(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C4([H])S2=O,True
20,2,1,20:2:1,-2.90497,[H]Oc1c2c3c(c(O[H])c1C([H])([H])[H])C([H])([H])C14OOC5(C([H])([H])[H])N(C(=O)OC([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C5(C([H])([H])O[H])C([H])(O[H])C31C1(O[H])C([H])([H])C(=O)C([H])(N(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C4([H])S2=O,False
20,2,2,20:2:2,-2.59758,[H]Oc1c2c3c(c(O[H])c1C([H])([H])[H])C([H])([H])C14OOC5(C([H])([H])[H])N(C(=O)OC([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C5(C([H])([H])O[H])C([H])(O[H])C31C1(O[H])C([H])([H])C(=O)C([H])(N(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C4([H])S2=O,False
27,1,0,27:1:0,-1.96059,[H]OC12OC(=O)C3(C([H])([H])[H])OC34S(=O)C3([H])C([H])(C([H])([H])C([H])([H])C5(C([H])([H])[H])C([H])([H])C([H])([H])C6(C7([H])C([H])([H])C8([H])C9([H])OC7(OC([H])([H])[H])C8(C([H])([H])[H])C([H])([H])C9([H])O[H])OOC5([H])C36C([H])([H])[H])C(O[H])(C([H])=C([H])C4(O[H])C1=C([H])[H])C([H])(OC([H])([H])[H])OC2([H])OC([H])([H])[H],True
27,1,1,27:1:1,-1.67564,[H]OC12OC(=O)C3(C([H])([H])[H])OC34S(=O)C3([H])C([H])(C([H])([H])C([H])([H])C5(C([H])([H])[H])C([H])([H])C([H])([H])C6(C7([H])C([H])([H])C8([H])C9([H])OC7(OC([H])([H])[H])C8(C([H])([H])[H])C([H])([H])C9([H])O[H])OOC5([H])C36C([H])([H])[H])C(O[H])(C([H])=C([H])C4(O[H])C1=C([H])[H])C([H])(OC([H])([H])[H])OC2([H])OC([H])([H])[H],False
27,1,2,27:1:2,-1.45962,[H]OC12OC(=O)C3(C([H])([H])[H])OC34S(=O)C3([H])C([H])(C([H])([H])C([H])([H])C5(C([H])([H])[H])C([H])([H])C([H])([H])C6(C7([H])C([H])([H])C8([H])C9([H])OC7(OC([H])([H])[H])C8(C([H])([H])[H])C([H])([H])C9([H])O[H])OOC5([H])C36C([H])([H])[H])C(O[H])(C([H])=C([H])C4(O[H])C1=C([H])[H])C([H])(OC([H])([H])[H])OC2([H])OC([H])([H])[H],False
28,0,0,28:0:0,-5.49452,[H]OC1([H])C2([H])OC(=O)C([H])([H])C2(O[H])C2(C([H])([H])[H])C3([H])C([H])([H])C([H])(O[H])C4(C([H])([H])[H])C5(O[H])C6([H])S(=O)C(O[H])(C7(O[H])C([H])([H])C(C([H])=C([H])[H])(C([H])([H])[H])OC67O[H])C4(C([H])([H])C3(O[H])C([H])([H])[H])C([H])(O[H])C(O[H])(C([H])([H])[H])C52C1(O[H])C([H])([H])[H],True
28,0,1,28:0:1,-5.04271,[H]OC1([H])C2([H])OC(=O)C([H])([H])C2(O[H])C2(C([H])([H])[H])C3([H])C([H])([H])C([H])(O[H])C4(C([H])([H])[H])C5(O[H])C6([H])S(=O)C(O[H])(C7(O[H])C([H])([H])C(C([H])=C([H])[H])(C([H])([H])[H])OC67O[H])C4(C([H])([H])C3(O[H])C([H])([H])[H])C([H])(O[H])C(O[H])(C([H])([H])[H])C52C1(O[H])C([H])([H])[H],False
28,0,2,28:0:2,-4.94212,[H]OC1([H])C2([H])OC(=O)C([H])([H])C2(O[H])C2(C([H])([H])[H])C3([H])C([H])([H])C([H])(O[H])C4(C([H])([H])[H])C5(O[H])C6([H])S(=O)C(O[H])(C7(O[H])C([H])([H])C(C([H])=C([H])[H])(C([H])([H])[H])OC67O[H])C4(C([H])([H])C3(O[H])C([H])([H])[H])C([H])(O[H])C(O[H])(C([H])([H])[H])C52C1(O[H])C([H])([H])[H],False
41,0,0,41:0:0,-3.37947,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],True
41,0,1,41:0:1,-3.24935,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,0,2,41:0:2,-2.02496,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,1,0,41:1:0,-3.25208,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],True
41,1,1,41:1:1,-2.55687,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,1,2,41:1:2,-2.08813,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,2,0,41:2:0,-3.15576,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],True
41,2,1,41:2:1,-2.21967,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,2,2,41:2:2,-1.62683,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,3,0,41:3:0,-2.88104,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],True
41,3,1,41:3:1,-2.86376,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,3,2,41:3:2,-2.44676,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],False
41,4,0,41:4:0,-3.47012,[H]OC1([H])C([H])([H])C([H])([H])C2([H])C([H])(O[H])C3(OC3([H])[H])C3(C([H])([H])[H])C4([H])OC56C([H])=C([H])C12C([H])=C([H])C1([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])OC5(O[H])C13C(=C([H])[H])C([H])([H])C4(OC([H])([H])[H])C([H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C6([H])OC([H])([H])[H],True
